cruise,station,mon/day/yy,hh:mm,longitude [degrees east],latitude [degrees north],Bot. Depth [m],BOTTLE NUMBER,PRESSURE [DB],TEMPERATURE [C],SALINITY [PSU],CHLOROPHYLL [MG/M^3],PAR,OXYGEN [umol/l],TRANSMISSOMETRY [%],NITRATE [umol/L],NITRITE [umol/L],PHOSPHATE [umol/L],AMMONIUM [umol/L],SILICATE [umol/L]
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,10,50.098,14.1307,34.7751,1.1939,1.00E-12,1.55,97.5,17.4,3.56,2.59,0,26.9
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,11,50.279,14.1233,34.7798,1.1703,1.00E-12,1.56,97.52,,,,,
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,12,19.899,17.7792,34.7038,2.9084,1.00E-12,26.7,94.72,,,,,
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,13,19.865,17.7741,34.7011,3.1046,1.00E-12,29.42,94.62,19.52,0.11,2.27,0,17.7
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,14,14.08,19.2183,34.7388,8.9243,1.00E-12,86.89,86.36,13.21,0.13,1.85,0.02,14.1
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,15,3.511,24.2974,34.7715,5.5235,1.00E-12,269.76,59.05,0.05,0.1,0.67,0.05,5
TN278,105,3/29/2012,20:20,-106.058,20.66194,2755,16,3.512,24.3103,34.7696,5.5441,1.00E-12,270.9,59.07,,,,,
TN278,106,3/29/2012,23:56,-106.167,20.24694,2507,1,150.866,12.2766,34.7848,0.5866,1.00E-12,1.73,98.58,,,,,
TN278,106,3/29/2012,23:56,-106.167,20.24694,2507,2,100.717,13.4123,34.7953,0.9865,1.00E-12,1.72,97.6,,,,,
TN278,106,3/29/2012,23:56,-106.167,20.24694,2507,3,80.334,14.0406,34.769,1.3491,1.00E-12,1.74,97.1,,,,,
TN278,106,3/29/2012,23:56,-106.167,20.24694,2507,4,60.255,15.6141,34.6973,1.2064,1.00E-12,4.31,99.04,,,,,
TN278,106,3/29/2012,23:56,-106.167,20.24694,2507,5,40.138,17.5858,34.6878,3.8434,1.00E-12,24.6,96.05,,,,,
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,1,1513.949,3.1401,34.5908,0.4514,1.00E-12,43.38,99.78,44.39,0.07,3.26,0.02,136.1
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,2,1414.121,3.3072,34.5839,0.4769,1.00E-12,37.68,99.78,44.89,0.07,3.31,0.01,132.9
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,3,1312.125,3.4826,34.5741,0.4726,1.00E-12,30.97,99.85,44.91,0.07,3.33,0.02,130.4
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,4,1211.34,3.7681,34.564,0.4719,1.00E-12,24.01,99.71,45.53,0.07,3.38,0.03,123.7
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,5,1109.262,4.1337,34.548,0.475,1.00E-12,15.22,99.81,45.6,0.07,3.44,0.04,114.8
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,6,1009.038,4.5758,34.537,0.4601,1.00E-12,8.27,99.85,45.56,0.07,3.45,0.03,107.3
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,7,907.545,5.0169,34.5276,0.4732,1.00E-12,4.43,99.75,44.72,0.07,3.44,0.03,99.4
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,8,806.163,5.6304,34.5262,0.4595,1.00E-12,2.47,99.79,42.04,0.07,3.4,0.04,89.9
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,9,706.16,6.249,34.5267,0.4632,1.00E-12,1.97,99.77,39.8,0.07,3.36,0.04,81.6
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,10,603.654,7.0543,34.5329,0.4613,1.00E-12,1.84,99.77,37,0.07,3.27,0.04,70.9
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,11,503.454,7.9504,34.5518,0.4801,1.00E-12,1.73,99.65,32.98,0.08,3.18,0.04,61.4
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,12,403.13,9.3406,34.6126,0.51,1.00E-12,1.76,99.45,27.6,0.34,3.01,0.04,48.4
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,13,352.504,10.0733,34.6665,0.6551,1.00E-12,1.69,99.03,24.73,0.83,2.91,0.04,42.7
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,14,303.163,10.9336,34.7144,0.7461,1.00E-12,1.67,98.67,22.12,2.17,2.79,0.04,36.7
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,15,252.2,11.2831,34.7366,0.6265,1.00E-12,1.65,98.86,21.89,2.71,2.74,0.03,34.8
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,16,201.293,11.7839,34.7712,0.7523,1.00E-12,1.62,98.47,22.51,3.75,2.65,0.04,31.1
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,17,150.988,12.395,34.8017,0.799,1.00E-12,1.59,98.59,21.77,4.74,2.6,0.04,29.3
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,18,100.489,13.1197,34.7962,0.9678,1.00E-12,1.58,98.12,16.8,6.35,2.63,0.04,27.7
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,19,75.199,13.8312,34.7798,1.6693,1.00E-12,1.57,97.61,15.56,5.88,2.63,0.04,26.2
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,20,50.09,15.2853,34.7353,2.9114,1.00E-12,1.55,97.64,20.1,2.2,2.58,0.04,22.4
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,21,20.228,19.5924,34.6325,8.7473,1.00E-12,53.84,89.81,16.16,0.33,1.96,0.78,9.5
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,22,10.294,23.264,34.6183,14.1197,1.00E-12,215.61,81.27,1.83,0.08,0.86,0.08,3.6
TN278,107,3/30/2012,2:59,-105.9942,20.16722,2204,23,2.007,23.7144,34.6425,10.2736,1.00E-12,223.1,81.91,0.43,0.08,0.73,0.07,3.4
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,1,21.066,22.406,34.6,15.3482,1.00E-12,207.8,82.04,4.7,0.08,1.09,0.07,3.9
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,2,21.029,22.3864,34.6041,16.9916,1.00E-12,203.42,82.05,,,,,
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,3,20.953,22.3664,34.6023,16.2334,1.00E-12,199.86,82.27,,,,,
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,4,13.87,23.2796,34.6001,13.2152,1.00E-12,233.88,81.6,0.45,0.07,0.74,0.07,2.7
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,5,13.992,23.2662,34.6074,14.0569,1.00E-12,231.3,80.61,,,,,
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,6,13.969,23.2449,34.601,14.3328,1.00E-12,230.96,81.36,,,,,
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,7,3.685,24.3782,34.6361,5.0968,1.00E-12,225.02,88.15,0,0.07,0.65,0.06,3
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,8,3.463,24.3785,34.6361,5.4656,1.00E-12,224.7,88,,,,,
TN278,107-03,3/30/2012,12:20,-106.043,20.15361,2507,9,3.502,24.3674,34.636,4.989,1.00E-12,223.55,88.05,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,1,13.226,22.8288,34.6492,11.4099,5.31E+01,213.25,78.31,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,2,13.391,22.811,34.6491,11.6074,5.25E+01,215.87,77.98,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,3,13.267,22.8424,34.6503,11.537,5.13E+01,215.8,78.54,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,4,3.809,24.2424,34.6544,2.8386,1.55E+03,222.62,81.71,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,5,3.951,24.2232,34.6551,2.9681,1.46E+03,222.5,81.77,,,,,
TN278,109,3/30/2012,20:26,-105.987,20.1475,2200,6,3.634,24.2611,34.6515,2.7595,1.79E+03,222.29,81.7,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,1,1109.054,4.1818,34.5464,0.4738,1.00E-12,14.39,99.83,45.26,0,3.47,0,116.4
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,2,1108.832,4.1813,34.5466,0.4775,1.00E-12,14.46,99.84,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,3,150.719,12.4362,34.7916,0.7236,1.00E-12,1.61,98.41,20.13,5.12,2.65,0,30.6
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,4,151.498,12.4331,34.7913,0.7479,1.00E-12,1.72,98.44,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,5,150.688,12.4372,34.7918,0.7105,1.00E-12,1.67,98.42,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,6,151.544,12.4306,34.7914,0.7186,1.00E-12,1.69,98.51,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,7,150.923,12.436,34.7916,0.7467,1.00E-12,1.68,98.45,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,8,150.769,12.4357,34.7916,0.7149,1.00E-12,1.68,98.46,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,9,100.863,13.3332,34.7925,1.1068,1.00E-12,1.59,97.79,15.27,7.06,2.65,0.01,28.8
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,10,100.28,13.3432,34.7933,1.1504,1.00E-12,1.64,97.8,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,11,100.464,13.3428,34.7934,1.0918,1.00E-12,1.61,97.97,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,12,100.523,13.3386,34.7938,1.1429,1.00E-12,1.61,97.77,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,13,50.589,15.9728,34.7029,2.8236,1.00E-12,1.54,97.2,20.14,2.32,2.58,0.02,22.3
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,14,50.518,15.9359,34.7061,2.7283,1.00E-12,1.52,97.15,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,15,19.426,22.4159,34.6463,20.6888,1.00E-12,211.92,76.63,2.82,0.12,0.97,0.08,4.7
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,16,19.368,22.4506,34.6461,20.5325,1.00E-12,210.87,77.1,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,17,19.439,22.4464,34.6461,21.3361,1.00E-12,212.02,76.85,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,18,19.282,22.4224,34.6459,18.0095,1.00E-12,211.17,76.99,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,19,19.326,22.4132,34.6468,19.9587,1.00E-12,210.94,77.09,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,20,19.129,22.4171,34.6461,18.1895,1.00E-12,211.02,77.54,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,21,19.625,22.3601,34.6491,17.6401,1.00E-12,207.89,77,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,22,18.952,22.4046,34.647,18.4169,1.00E-12,208.34,77.36,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,23,19.6,22.3593,34.6456,16.8689,1.00E-12,207.22,77.31,,,,,
TN278,110,3/30/2012,21:34,-105.988,20.14667,2207,24,19.392,22.3457,34.6476,18.7334,1.00E-12,202.89,77.04,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,1,55.481,15.6749,34.7101,2.8542,,1.96,97.2,19.34,2.8,2.59,0,22.2
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,2,55.795,15.8135,34.707,2.9308,,1.96,97.26,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,3,55.463,15.8523,34.7074,2.8492,,1.95,97.22,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,4,19.598,21.2591,34.6446,18.0232,,156.83,80.99,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,5,19.94,21.127,34.6486,17.3971,,141.65,82.39,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,6,19.729,21.2358,34.6432,16.9393,,148.77,82.1,7.34,0.61,1.43,0.6,7.3
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,7,3.572,23.7813,34.6527,7.6297,,218.77,84.23,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,8,3.203,23.7805,34.6525,8.3854,,219.16,84.23,,,,,
TN278,111,3/31/2012,12:11,-105.988,20.14694,2195,9,3.619,23.7745,34.6518,7.9194,,219.2,84.17,0.48,0.09,0.73,0.06,4.8
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,1,1210.518,3.7491,34.5636,0.4682,,24.34,99.75,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,2,1210.005,3.7497,34.5636,0.4963,,24.45,99.73,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,3,1209.465,3.7498,34.5636,0.4963,,24.47,99.75,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,4,252.151,11.2979,34.7379,0.614,,1.76,98.91,22.22,2.66,2.74,0,35.2
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,5,251.758,11.3055,34.7382,0.6015,,1.78,98.77,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,6,151.873,12.2653,34.7868,0.576,,1.68,98.62,20.53,4.96,2.65,0,29.1
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,7,151.281,12.272,34.7872,0.5779,,1.63,98.62,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,8,150.85,12.2787,34.7869,0.6302,,1.63,98.61,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,9,151.607,12.2721,34.787,0.5966,,1.65,98.65,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,10,150.631,12.2804,34.7869,0.6115,,1.7,98.62,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,11,101.033,13.0076,34.8121,0.7473,,1.62,98.47,17.16,7.46,2.6,0,29
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,12,101.231,13.0074,34.8121,0.7093,,1.61,98.41,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,13,100.97,13.0091,34.812,0.7548,,1.55,98.41,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,14,101.237,13.0082,34.812,0.7673,,1.66,98.43,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,15,101.011,13.0092,34.812,0.7205,,1.58,98.45,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,16,49.652,15.7058,34.7128,3.0423,,1.55,96.96,19.03,3.12,2.58,0.01,23.1
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,17,49.436,15.7099,34.7134,3.2659,,1.57,97.08,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,18,20.029,19.9695,34.6421,7.7793,,81.68,88.44,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,19,19.776,19.9946,34.6444,7.6117,,83.66,88.24,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,20,19.724,20.0122,34.647,8.3661,,83.78,88.33,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,21,20.068,20.0144,34.647,8.0627,,86.16,88.18,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,22,20.155,20.0215,34.6483,9.227,,86.05,88.26,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,23,19.852,20.0109,34.6479,9.0862,,84.32,88.28,,,,,
TN278,112,3/31/2012,17:14,-106.002,20.14222,2192,24,19.503,20.0328,34.6497,9.607,,85.95,88.01,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,1,806.326,5.4417,34.5248,0.4732,,2.37,99.91,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,2,303.148,10.5405,34.6954,0.6027,,1.73,99.06,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,3,302.378,10.5489,34.6957,0.6009,,1.74,99.05,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,4,302.24,10.5496,34.6957,0.6009,,1.8,99.07,23,1.68,2.83,0,39.5
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,5,302.185,10.5446,34.6955,0.6034,,1.66,99.03,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,6,150.449,12.3125,34.7905,0.6059,,1.62,98.6,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,7,148.858,12.3168,34.7906,0.6333,,1.63,98.6,20.84,5.02,2.63,-0.01,31
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,8,149.209,12.3147,34.7906,0.6402,,1.66,98.61,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,9,151.387,12.3009,34.7902,0.7199,,1.69,98.64,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,10,50.005,14.556,34.7496,2.238,,1.55,96.63,15.63,5.02,2.61,0,26
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,11,50.035,14.5634,34.7498,2.3109,,1.57,96.62,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,12,49.773,14.5801,34.7486,2.3041,,1.53,96.6,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,13,19.933,19.3665,34.6304,7.2199,,46.89,90.14,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,14,15.293,20.9758,34.6541,15.6722,,140.94,77.61,7.29,0.6,1.41,0.58,6.9
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,15,15.175,20.9342,34.654,15.385,,137.61,77.39,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,16,15.311,20.9469,34.6531,16.3331,,140.56,77.58,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,17,2.846,24.4435,34.6741,1.3366,,220.07,89.1,0.14,0,0.65,0.02,4.1
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,18,3.117,24.4296,34.6735,1.3852,,221.44,89.29,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,19,3.128,24.4554,34.674,1.336,,221.84,89.25,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,20,3.114,24.4358,34.6738,1.384,,221.72,89.19,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,21,3.072,24.4303,34.6741,1.4114,,220.96,89.1,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,22,2.769,24.4426,34.6737,1.4157,,221.63,89.1,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,23,3.138,24.4619,34.6742,1.3005,,221.59,89.24,,,,,
TN278,113,3/31/2012,19:41,-106.023,20.13167,1000,24,2.895,24.4294,34.6739,1.3591,,221.36,89.31,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,1,151.496,12.417,34.7935,0.6464,,1.75,98.6,20.66,4.72,2.64,0.01,30.3
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,2,151.522,12.4178,34.7935,0.6402,,1.72,98.63,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,3,151.738,12.4176,34.7935,0.5878,,1.72,98.53,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,4,152.044,12.4177,34.7936,0.5754,,1.74,98.59,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,5,151.421,12.4187,34.7934,0.6576,,1.79,98.54,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,6,152.216,12.4176,34.7936,0.624,,1.73,98.58,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,7,151.138,12.4191,34.7936,0.6408,,1.76,98.58,20.9,4.72,2.66,0.01,30.3
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,8,151.851,12.4186,34.7935,0.6034,,1.76,98.59,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,9,151.474,12.4193,34.7935,0.6607,,1.73,98.55,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,10,151.656,12.4192,34.7935,0.624,,1.77,98.56,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,11,152.145,12.419,34.7935,0.5953,,1.69,98.56,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,12,151.266,12.4202,34.7935,0.6501,,1.7,98.54,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,13,151.961,12.419,34.7935,0.685,,1.73,98.47,20.66,4.72,2.63,0.01,30.3
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,14,151.702,12.4197,34.7935,0.6171,,1.71,98.57,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,15,151.503,12.4196,34.7934,0.624,,1.66,98.55,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,16,151.444,12.4198,34.7935,0.6277,,1.73,98.58,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,17,151.636,12.4198,34.7935,0.6015,,1.76,98.59,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,18,151.389,12.4196,34.7935,0.6339,,1.72,98.59,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,19,151.535,12.4195,34.7935,0.6065,,1.68,98.61,20.65,4.72,2.66,0.01,30.4
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,20,151.953,12.4196,34.7935,0.6426,,1.74,98.55,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,21,151.335,12.42,34.7934,0.6152,,1.73,98.58,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,22,151.981,12.4195,34.7935,0.632,,1.74,98.6,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,23,151.14,12.4203,34.7934,0.6177,,1.74,98.58,,,,,
TN278,114,3/31/2012,22:30,-106.023,20.13167,2244,24,151.476,12.4201,34.7935,0.6358,,1.69,98.6,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,1,151.174,12.3341,34.7907,0.5922,,1.85,98.63,21.01,4.61,2.67,0.02,30.7
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,2,151.775,12.3325,34.7907,0.5847,,1.86,98.59,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,3,152.019,12.3296,34.7906,0.5361,,1.82,98.48,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,4,150.854,12.3341,34.7908,0.6352,,1.9,98.61,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,5,152.268,12.3292,34.7906,0.6022,,1.83,98.62,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,6,150.943,12.3338,34.7908,0.5947,,1.86,98.63,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,7,151.963,12.3271,34.7906,0.6102,,1.85,98.62,21.32,4.55,2.67,0.02,30.6
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,8,151.764,12.3275,34.7906,0.5991,,1.86,98.63,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,9,151.831,12.3273,34.7906,0.5673,,1.8,98.69,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,10,151.609,12.3277,34.7905,0.5461,,1.79,98.61,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,11,151.642,12.3278,34.7905,0.5455,,1.77,98.67,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,12,151.614,12.329,34.7906,0.5878,,1.78,98.66,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,13,151.805,12.3261,34.7907,0.5834,,1.75,98.63,21.22,4.52,2.67,0,30.6
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,14,151.589,12.3271,34.7905,0.5915,,1.79,98.63,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,15,151.463,12.3271,34.7905,0.5916,,1.75,98.65,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,16,152.124,12.3243,34.7908,0.5959,,1.76,98.67,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,17,151.08,12.3298,34.7906,0.5766,,1.73,98.63,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,18,152.271,12.324,34.7907,0.6483,,1.76,98.67,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,19,151.216,12.3295,34.7905,0.5897,,1.74,98.65,21.04,4.52,2.67,0.01,30.6
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,20,151.661,12.3259,34.7906,0.5691,,1.8,98.63,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,21,151.74,12.3274,34.7906,0.5922,,1.75,98.59,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,22,151.164,12.3284,34.7907,0.5816,,1.8,98.65,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,23,152.113,12.324,34.7906,0.594,,1.77,98.76,,,,,
TN278,115,4/1/2012,1:17,-106.023,20.13167,2237,24,151.316,12.3297,34.7905,0.576,,1.79,98.64,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,1,150.902,12.3778,34.7968,0.6283,,1.93,98.28,21.3,4.36,2.6,0,32.2
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,2,150.879,12.3763,34.7968,0.7031,,1.88,98.34,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,3,150.898,12.3759,34.7968,0.6663,,1.88,98.32,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,4,50.632,15.0245,34.7307,2.1515,,1.69,97.55,19.34,2.25,2.57,0,25.4
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,5,45.723,15.3952,34.7164,2.7265,,1.68,97.36,19.28,2.43,2.56,0,24.8
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,6,40.305,15.9794,34.6989,2.9196,,1.65,97.26,19.03,2.74,2.55,0,23.3
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,7,34.913,16.2931,34.6892,2.6062,,1.61,97.42,20.56,2.22,2.53,0,22.2
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,8,34.853,16.257,34.6915,2.7532,,1.63,97.43,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,9,34.925,16.2375,34.6925,3.028,,1.55,97.34,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,10,35.077,16.2298,34.6926,2.7769,,1.6,97.27,,,,,
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,11,30.257,16.6393,34.6871,1.9148,,1.59,97.75,21.7,1.92,2.51,0,21.2
TN278,116,4/1/2012,15:39,-106.081,20.13722,2577,12,25.04,18.0319,34.641,2.4044,,7.59,95.11,24.55,0.22,2.4,0,17.6
