Data group,cruise,Station,type,mon/day/yy,hh:mm,Longitude [degrees East],Latitude [degrees North],Bot. Depth [m],Depth [m],Temperature [oC],Salinity [pss-78],SIGMA-0 [kg m-3],Oxygen [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Silicate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Nitrate [~$m~#mol/kg],NH4 [~$m~#mol/kg],N deficit [~$m~#mol/kg]
1,TGT66,034a,b,2/23/72,0.558333333,-110,9,1252,0,26.56,34.2,22.28,201.3182019,,,,,,
1,TGT66,034a,b,2/23/72,0.558333333,-110,9,1252,0,26.56,34.198,,201.3182019,0.146730837,1.956411159,0,0.097820558,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,1248,3.78,34.569,27.49,43.88294359,3.153315361,111.9232304,0,43.40674848,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,1200,3.88,34.56,27.47,39.97336036,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,1100,4.16,34.55,27.44,33.45694152,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,1000,4.52,34.55,27.39,29.98235473,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,999,4.52,34.545,27.39,29.98235473,3.202289296,98.30736137,0.009733402,43.99497756,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,900,4.96,34.54,27.34,29.54926593,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,899,4.96,34.541,27.34,29.54926593,3.231646777,89.55165768,0,44.67849008,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,800,5.3,34.53,27.29,21.72845893,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,800,5.3,34.53,27.29,21.72845893,3.241538417,83.71540656,0,44.48597767,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,700,5.8,34.53,27.23,10.43026948,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,700,5.8,34.535,27.23,10.43026948,3.222257917,76.90585361,0.009734918,43.22303671,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,600,6.9,34.56,27.11,5.650389373,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,600,6.9,34.562,27.11,5.650389373,3.144745938,66.20517763,0,39.43102491,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,500,8,34.58,26.96,3.912379394,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,500,8,34.578,26.96,3.912379394,2.969930669,55.50362234,0.029212433,33.88642206,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,401,9.33,34.652,26.81,7.825901857,2.746369825,42.85116039,0,35.15742932,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,400,9.34,34.65,26.81,7.825901857,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,301,10.3,34.708,26.69,33.04655877,2.39604944,32.14212664,0,33.40833163,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,250,10.79,34.74,26.63,28.26515604,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,200,11.27,34.76,26.56,23.48342314,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,151,11.96,34.79,26.45,18.70176684,2.279701885,27.2784841,0,32.14964197,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,125,12.38,34.8,26.38,13.91854312,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,101,12.79,34.818,26.31,8.699682775,2.309243796,25.33347624,0.029230934,32.34890043,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,76,13.34,34.819,26.2,9.135646073,2.338725395,24.36172286,0.048723446,31.57279283,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,75,13.43,34.81,26.18,9.570863368,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,50,17.53,34.594,25.09,40.50167024,2.107132057,17.55943381,0.419475363,25.46117902,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,30,24.36,34.11,22.88,159.7380505,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,25,26.56,33.947,22.09,202.665966,0.225029107,0.978387422,0,0.391354969,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,20,26.57,33.94,22.08,202.6679488,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,10,26.58,33.94,22.07,203.1067204,,,,,,
1,TGT66,35,b,2/24/72,0,-110,10,1248,0,26.6,33.934,22.06,203.5455005,0.215251551,0.97841614,0,0.391366456,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,1251,3.69,34.588,27.51,47.3578985,2.94887641,120.6800907,0,43.6005489,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,1200,3.85,34.58,27.49,42.14500523,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,1100,4.19,34.57,27.44,34.32595299,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,1001,4.57,34.562,27.4,28.67849495,3.046525209,102.1997275,0,44.1892155,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,900,5,34.57,27.35,25.63808411,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,801,5.49,34.569,27.3,13.4715134,3.085758785,86.6348681,0,44.19351699,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,700,6.13,34.562,27.21,9.126663487,3.066558931,78.85437252,0,42.34771858,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,600,6.98,34.574,27.11,8.692906727,2.979232994,69.12599429,0,38.65214047,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,500,8.18,34.593,26.95,3.912417491,2.843371148,56.47792005,0,34.5683821,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,401,9.47,34.666,26.8,4.347765596,2.639267628,43.82547721,0,34.18387222,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,300,10.5,34.737,26.68,10.87068443,2.454513578,36.03849301,0,33.79826236,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,250,10.98,34.77,26.62,15.21984766,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,200,11.43,34.798,26.56,20.8741539,2.269716334,30.19794264,0,32.82808603,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,150,11.96,34.794,26.46,22.18094923,2.240710792,28.25244043,0,32.53901759,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,125,12.46,34.8,26.37,16.52843099,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,100,13.12,34.817,26.25,6.960153123,2.270401949,26.30937881,0.087697929,32.35079172,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,76,14.53,34.789,25.93,13.05435765,2.212626592,23.39340891,0.614076984,30.31395904,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,50,17.77,34.615,25.05,44.42292014,1.970635579,17.56011902,0.439002975,24.58416663,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,30,24.48,34.12,22.85,161.9250134,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,25,26.73,33.942,22.03,203.988281,0.254395664,0.97844486,0.06849114,0.587066916,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,20,26.73,33.94,22.03,203.5514753,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,10,26.72,33.93,22.03,202.6778638,,,,,,
1,TGT66,36,b,2/24/72,5:24:00 AM,-110,11.006,1251,0,26.71,33.928,22.03,201.8042523,0.234826766,0.97844486,0.039137794,0.48922243,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,1249,3.72,34.588,27.51,56.04742116,3.036466798,114.8407315,,43.98983951,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,1200,3.84,34.58,27.49,47.35882032,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,1100,4.17,34.57,27.45,31.71860987,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,998,4.61,34.561,27.39,19.11918273,3.104955275,97.33402116,,44.57898169,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,898,5.15,34.556,27.33,9.560149681,3.105136616,88.57913231,,44.38690586,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,800,5.66,34.56,27.27,5.64950931,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,797,5.68,34.561,27.27,5.64950931,3.153990674,80.79667468,,43.12400829,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,700,6.26,34.57,27.2,2.607643525,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,698,6.27,,,2.678571429,3.16,75,,42.5,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,600,7.01,34.57,27.1,3.477196545,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,598,7.03,34.575,27.1,3.477196545,2.98899815,65.23220719,,37.38681725,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,498,8.22,34.597,26.94,2.608303726,2.823923501,53.55716984,,32.71856194,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,399,9.43,34.637,26.78,1.739140113,2.610101482,40.90457547,,33.50279515,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,300,10.57,34.73,26.66,2.609015086,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,299,10.58,34.728,26.66,2.609015086,2.454561393,34.09113046,,32.72748524,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,250,11.09,34.76,26.59,3.478923983,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,200,11.58,34.79,26.52,5.218741824,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,200,11.58,34.786,26.52,5.218741824,2.269804777,29.22495421,,33.21903129,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,150,12.16,34.793,26.42,1.304812566,2.318738918,27.27928139,,32.73513766,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,125,12.76,34.79,26.3,2.174941886,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,100,13.57,34.787,26.13,2.610362652,2.280412813,24.36338476,,30.99022541,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,75,16.33,34.7,25.46,11.75430678,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,75,16.33,34.696,25.46,11.75430678,2.155130381,18.52827024,,27.98743978,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,50,26.43,33.681,21.93,194.3975755,0.273991369,0.978540605,,0.880686544,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,30,26.59,33.62,21.83,204.0282071,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,25,26.63,33.607,21.81,206.2166995,0.215304215,0.978655523,,0,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,20,26.67,33.61,21.8,205.3449095,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,10,26.76,33.62,21.78,204.0381911,,,,,,
1,TGT66,37,b,2/24/72,1:24:00 PM,-110,12.005,1249,0,26.85,33.624,21.75,202.2964801,0.225103988,0.978712992,,0,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,1253,3.63,34.583,27.51,36.49599517,3.026734533,117.7604111,0.029196796,43.89251686,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,1200,3.8,34.57,27.49,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,1100,4.17,34.56,27.44,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,1003,4.57,34.549,27.39,15.20844081,3.143888883,98.30736137,0.058400413,44.96831778,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,902,5.04,34.545,27.33,9.125597422,3.144072499,91.49932349,0.029201912,44.77626469,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,803,5.58,34.545,27.27,4.345776392,3.134521596,81.77012859,0.009734539,43.90277142,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,703,6.23,34.536,27.18,5.215388595,3.056913102,73.98897954,0.058412352,41.08335443,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,700,6.25,34.54,27.18,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,602,6.93,34.546,27.09,3.4772304,2.959818516,65.2328423,0.116834941,38.45816822,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,503,7.63,34.539,26.99,3.042872861,2.833523209,57.44943962,0.194743863,36.7092182,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,402,9.06,34.616,26.83,3.043347,2.67814536,43.8241968,0.00973871,34.96197034,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,400,9.08,34.62,26.83,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,301,10.08,34.684,26.71,3.478517372,2.473921555,36.03743998,0.516211978,31.84930506,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,250,10.61,34.71,26.64,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,201,11.12,34.734,26.57,2.17436985,2.445035409,32.14588387,1.344282416,28.34682486,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,200,11.13,34.73,26.56,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,151,11.81,34.76,26.46,2.609523438,2.260195234,29.22666251,0.779377667,29.03181809,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,125,12.75,34.75,26.27,,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,101,13.98,34.731,26,1.740462267,2.2417154,24.36647173,0.409356725,27.19298246,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,76,15.56,34.677,25.62,6.529151705,2.242545972,20.47541975,0.078001599,27.49556366,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,50,19.77,34.387,24.37,117.2323337,1.132403331,7.809678144,0.683346838,10.54306549,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,30,24.65,34.1,22.79,190.7422694,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,25,26.1,34.022,22.29,207.4299577,0.185857242,0.978196011,0,0,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,20,26.15,33.95,22.22,207.0074376,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,10,26.25,33.8,22.07,205.7274523,,,,,,
1,TGT66,38,b,2/24/72,8:00:00 PM,-110,12.95,1253,0,26.35,33.655,21.93,204.8819391,0.176137309,0.978540605,0,0,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,1250,3.68,34.574,27.4894,30.4136253,3.182481752,118.7347932,0,44.08759124,,5.831158759
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,1200,3.78,34.57,27.476,26.0690754,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,1100,4.05,34.55,27.432,19.11806622,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,1000,4.4,34.546,27.3913,13.90472483,3.270391279,105.1197197,0,45.16254623,,3.902373767
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,900,4.83,34.542,27.3401,10.42905116,3.280284226,96.36443276,0.009733781,44.97006862,,3.511705096
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,801,5.31,34.538,27.2808,7.822245214,3.173397969,88.58258135,0,43.90191669,,3.772578007
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,701,5.96,34.552,27.2118,3.042161931,3.183318244,78.85283724,0,41.37340226,,5.343442043
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,601,6.73,34.549,27.1083,1.303923314,3.115507438,71.07251344,0,37.77552769,,6.820357111
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,501,7.49,34.566,27.0152,5.216150314,3.018412315,62.31560909,0.126578581,34.17621686,,8.206164861
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,402,9.02,34.628,26.8311,3.043317362,2.853414359,48.69307779,0.623271396,28.04721281,,11.1560086
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,302,10.06,34.707,26.7194,3.478449613,2.639447567,38.95863567,1.139540093,26.29707908,,10.75844603
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,250,10.67,34.74,26.6381,3.043880582,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,201,11.3,34.763,26.5414,2.174391031,2.532730673,32.14619701,2.269716334,26.69108479,,7.531115678
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,151,12.21,34.757,26.3645,2.609726835,2.601375709,30.20323857,2.542917828,23.18829284,,9.586308177
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,150,12.24,34.76,26.361,2.609752261,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,125,12.96,34.7,26.1725,4.785385051,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,101,13.81,34.605,25.9252,7.832538244,2.368559565,24.36789676,0.194943174,26.3173285,,7.583916287
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,100,13.92,34.6,25.8984,10.44368971,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,76,17.56,34.323,24.8648,110.6401307,1.307470143,9.757239872,0.282959956,13.07470143,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,75,17.77,34.32,24.8116,114.5660395,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,50,24.5,34.353,23.0079,211.2093884,0.215049559,0.977497996,0,0.0977498,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,30,25.42,34.18,22.5976,208.2381637,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,25,25.65,34.104,22.4693,207.3893842,0.176040841,0,0,0.097800467,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,20,25.79,34.05,22.3851,206.9709926,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,10,25.99,33.94,22.2396,206.1259227,,,,,,
1,TGT66,39,b,2/25/72,2:48:00 AM,-110,14.002,1250,0,26.08,33.822,22.122,205.7133633,0.176101121,0,0,0,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,1256,3.55,34.574,27.5021,,3.114324921,119.7068642,0,43.89251686,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,1200,3.68,34.56,27.4778,,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,1100,3.97,34.54,27.4322,,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,1005,4.31,34.533,27.3905,,3.250924664,104.1463889,0,44.77321394,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,1000,4.33,34.53,27.386,,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,905,4.73,34.532,27.3434,,3.260784924,97.33686342,0,44.58028344,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,900,4.75,34.53,27.3395,,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,804,5.22,34.527,27.2827,,3.251241117,89.55514455,0,43.90148934,,3.918940659
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,703,5.8,34.523,27.2088,7.388179469,3.232024299,81.77410876,0,42.54200658,,4.001556219
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,603,6.43,34.527,27.1307,4.346326415,3.16412563,73.9918609,0,39.52723095,,5.489442248
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,600,6.46,34.53,27.1291,4.346326415,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,502,7.6,34.541,26.9797,4.346961231,3.018529879,61.34431689,0,34.76177957,,7.959719231
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,402,8.59,34.574,26.8563,6.521203825,2.89228432,51.61315454,0,32.23387576,,8.109741442
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,301,10.01,34.644,26.6787,4.348231418,2.736950784,40.90816118,1.275945027,25.71370131,,10.71530046
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,250,10.85,34.69,26.5671,4.783567073,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,201,11.73,34.75,26.4515,5.218996032,2.542694867,32.14901556,2.523210615,23.96562978,,9.503608805
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,151,12.65,34.73,26.2579,3.915009835,2.513958315,29.23207343,1.325187329,25.33446364,,8.366652221
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,150,12.68,34.73,26.252,4.350053314,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,125,13.63,34.63,25.9825,15.66431307,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,101,14.83,34.471,25.6052,33.95158886,2.145043973,20.47541975,0.0195004,24.1804957,,8.91337074
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,100,14.95,34.47,25.5783,36.99960859,,,,,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,76,18.8,34.319,24.5559,132.4597497,1.093141513,7.808153664,0.380647491,9.760192081,,
1,TGT66,40,b,2/25/72,8:54:00 AM,-110,15,1256,50,24.75,34.387,22.9586,211.6540471,0.22483333,0.977536218,0,0,,
