,cruise,lat,long,marker,color
6472,HOMZ16,NA,NA,,
6473,HOMZ16,NA,NA,,
6474,HOMZ16,NA,NA,,
6475,HOMZ16,NA,NA,,
6476,HOMZ16,NA,NA,,
6477,HOMZ16,NA,NA,,
6478,HOMZ16,NA,NA,,
6479,HOMZ16,NA,NA,,
6480,HOMZ16,NA,NA,,
6481,HOMZ16,NA,NA,,
6482,HOMZ16,NA,NA,,
6483,HOMZ16,NA,NA,,
6484,HOMZ16,NA,NA,,
6485,HOMZ16,NA,NA,,
6486,HOMZ16,NA,NA,,
6487,HOMZ16,NA,NA,,
6488,HOMZ16,NA,NA,,
6489,HOMZ16,NA,NA,,
6490,HOMZ16,NA,NA,,
6491,HOMZ16,NA,NA,,
6492,HOMZ16,NA,NA,,
6493,HOMZ16,NA,NA,,
6494,HOMZ16,NA,NA,,
6495,HOMZ16,NA,NA,,
6496,HOMZ16,NA,NA,,
6497,HOMZ16,NA,NA,,
6498,HOMZ16,NA,NA,,
6499,HOMZ16,NA,NA,,
6500,HOMZ16,NA,NA,,
6501,HOMZ16,NA,NA,,
6502,HOMZ16,NA,NA,,
6503,HOMZ16,NA,NA,,
6504,HOMZ16,NA,NA,,
6505,HOMZ16,NA,NA,,
6506,HOMZ16,NA,NA,,
6507,HOMZ16,NA,NA,,
6508,HOMZ16,NA,NA,,
6509,HOMZ16,NA,NA,,
6510,HOMZ16,NA,NA,,
6511,HOMZ16,NA,NA,,
6512,HOMZ16,NA,NA,,
6513,HOMZ16,NA,NA,,
6514,HOMZ16,NA,NA,,
6515,HOMZ16,NA,NA,,
6516,HOMZ16,NA,NA,,
6517,HOMZ16,NA,NA,,
6518,HOMZ16,NA,NA,,
6519,HOMZ16,NA,NA,,
6520,HOMZ16,NA,NA,,
6521,HOMZ16,NA,NA,,
6522,HOMZ16,NA,NA,,
6523,HOMZ16,NA,NA,,
6524,HOMZ16,NA,NA,,
6525,HOMZ16,NA,NA,,
6526,HOMZ16,NA,NA,,
6527,HOMZ16,NA,NA,,
6528,HOMZ16,NA,NA,,
6529,HOMZ16,NA,NA,,
6530,HOMZ16,NA,NA,,
6531,HOMZ16,NA,NA,,
6532,HOMZ16,NA,NA,,
6533,HOMZ16,NA,NA,,
6534,HOMZ16,NA,NA,,
6535,HOMZ16,NA,NA,,
6536,HOMZ16,NA,NA,,
6537,HOMZ16,NA,NA,,
6538,HOMZ16,NA,NA,,
6539,HOMZ16,NA,NA,,
6540,HOMZ16,NA,NA,,
6541,HOMZ16,NA,NA,,
6542,HOMZ16,NA,NA,,
6543,HOMZ16,NA,NA,,
6544,HOMZ16,NA,NA,,
6545,HOMZ16,NA,NA,,
6546,HOMZ16,NA,NA,,
6547,HOMZ16,NA,NA,,
6548,HOMZ16,NA,NA,,
6549,HOMZ16,NA,NA,,
6550,HOMZ16,NA,NA,,
6551,HOMZ16,NA,NA,,
6552,HOMZ16,NA,NA,,
6553,HOMZ16,NA,NA,,
6554,HOMZ16,NA,NA,,
6555,HOMZ16,NA,NA,,
6556,HOMZ16,NA,NA,,
6557,HOMZ16,NA,NA,,
6558,HOMZ16,NA,NA,,
6559,HOMZ16,NA,NA,,
6560,HOMZ16,NA,NA,,
6561,HOMZ16,NA,NA,,
6562,HOMZ16,NA,NA,,
6563,HOMZ16,NA,NA,,
6564,HOMZ16,NA,NA,,
6565,HOMZ16,NA,NA,,
6566,HOMZ16,NA,NA,,
6567,HOMZ16,NA,NA,,
6568,HOMZ16,NA,NA,,
6569,HOMZ16,NA,NA,,
6570,HOMZ16,NA,NA,,
6571,HOMZ16,NA,NA,,
6572,HOMZ16,NA,NA,,
6573,HOMZ16,NA,NA,,
6574,HOMZ16,NA,NA,,
6575,HOMZ16,NA,NA,,
6576,HOMZ16,NA,NA,,
6577,HOMZ16,NA,NA,,
6578,HOMZ16,NA,NA,,
6579,HOMZ16,NA,NA,,
6580,HOMZ16,NA,NA,,
6581,HOMZ16,NA,NA,,
6582,HOMZ16,NA,NA,,
6583,HOMZ16,NA,NA,,
6584,HOMZ16,NA,NA,,
6585,HOMZ16,NA,NA,,
6586,HOMZ16,NA,NA,,
6587,HOMZ16,NA,NA,,
6588,HOMZ16,NA,NA,,
6589,HOMZ16,NA,NA,,
6590,HOMZ16,NA,NA,,
6591,HOMZ16,NA,NA,,
6592,HOMZ16,NA,NA,,
6593,HOMZ16,NA,NA,,
6594,HOMZ16,NA,NA,,
6595,HOMZ16,NA,NA,,
6596,HOMZ16,NA,NA,,
6597,HOMZ16,NA,NA,,
6598,HOMZ16,NA,NA,,
6599,HOMZ16,NA,NA,,
6600,HOMZ16,NA,NA,,
6601,HOMZ16,NA,NA,,
6602,HOMZ16,NA,NA,,
6603,HOMZ16,NA,NA,,
6604,HOMZ16,NA,NA,,
6605,HOMZ16,NA,NA,,
6606,HOMZ16,NA,NA,,
6607,HOMZ16,NA,NA,,
6608,HOMZ16,NA,NA,,
6609,HOMZ16,NA,NA,,
6610,HOMZ16,NA,NA,,
6611,HOMZ16,NA,NA,,
6612,HOMZ16,NA,NA,,
6613,HOMZ16,NA,NA,,
6614,HOMZ16,NA,NA,,
6615,HOMZ16,NA,NA,,
6616,HOMZ16,NA,NA,,
6617,HOMZ16,NA,NA,,
6618,HOMZ16,NA,NA,,
6619,HOMZ16,NA,NA,,
6620,HOMZ16,NA,NA,,
6621,HOMZ16,NA,NA,,
6622,HOMZ16,NA,NA,,
6623,HOMZ16,NA,NA,,
6624,HOMZ16,NA,NA,,
6625,HOMZ16,NA,NA,,
6626,HOMZ16,NA,NA,,
6627,HOMZ16,NA,NA,,
6628,HOMZ16,NA,NA,,
6629,HOMZ16,NA,NA,,
6630,HOMZ16,NA,NA,,
6631,HOMZ16,NA,NA,,
6632,HOMZ16,NA,NA,,
6633,HOMZ16,NA,NA,,
6634,HOMZ16,NA,NA,,
6635,HOMZ16,NA,NA,,
6636,HOMZ16,NA,NA,,
6637,HOMZ16,NA,NA,,
6638,HOMZ16,NA,NA,,
6639,HOMZ16,NA,NA,,
6640,HOMZ16,NA,NA,,
6641,HOMZ16,NA,NA,,
6642,HOMZ16,NA,NA,,
6643,HOMZ16,NA,NA,,
6644,HOMZ16,NA,NA,,
6645,HOMZ16,NA,NA,,
6646,HOMZ16,NA,NA,,
6647,HOMZ16,NA,NA,,
6648,HOMZ16,NA,NA,,
6649,HOMZ16,NA,NA,,
6650,HOMZ16,NA,NA,,
6651,HOMZ16,NA,NA,,
6652,HOMZ16,NA,NA,,
6653,HOMZ16,NA,NA,,
6654,HOMZ16,NA,NA,,
6655,HOMZ16,NA,NA,,
6656,HOMZ16,NA,NA,,
6657,HOMZ16,NA,NA,,
6658,HOMZ16,NA,NA,,
6659,HOMZ16,NA,NA,,
6660,HOMZ16,NA,NA,,
6661,HOMZ16,NA,NA,,
6662,HOMZ16,NA,NA,,
6663,HOMZ16,NA,NA,,
6664,HOMZ16,NA,NA,,
6665,HOMZ16,NA,NA,,
6666,HOMZ16,NA,NA,,
6667,HOMZ16,NA,NA,,
6668,HOMZ16,NA,NA,,
6669,HOMZ16,NA,NA,,
6670,HOMZ16,NA,NA,,
6671,HOMZ16,NA,NA,,
6672,HOMZ16,NA,NA,,
6673,HOMZ16,NA,NA,,
6674,HOMZ16,NA,NA,,
6675,HOMZ16,NA,NA,,
6676,HOMZ16,NA,NA,,
6677,HOMZ16,NA,NA,,
6678,HOMZ16,NA,NA,,
6679,HOMZ16,NA,NA,,
6680,HOMZ16,NA,NA,,
6681,HOMZ16,NA,NA,,
6682,HOMZ16,NA,NA,,
6683,HOMZ16,NA,NA,,
6684,HOMZ16,NA,NA,,
6685,HOMZ16,NA,NA,,
6686,HOMZ16,NA,NA,,
6687,HOMZ16,NA,NA,,
6688,HOMZ16,NA,NA,,
6689,HOMZ16,NA,NA,,
6690,HOMZ16,NA,NA,,
6691,HOMZ16,NA,NA,,
6692,HOMZ16,NA,NA,,
6693,HOMZ16,NA,NA,,
6694,HOMZ16,NA,NA,,
6695,HOMZ16,NA,NA,,
6696,HOMZ16,NA,NA,,
6697,HOMZ16,NA,NA,,
6698,HOMZ16,NA,NA,,
6699,HOMZ16,NA,NA,,
6700,HOMZ16,NA,NA,,
6701,HOMZ16,NA,NA,,
6702,HOMZ16,NA,NA,,
6703,HOMZ16,NA,NA,,
6704,HOMZ16,NA,NA,,
6705,HOMZ16,NA,NA,,
6706,HOMZ16,NA,NA,,
6707,HOMZ16,NA,NA,,
6708,HOMZ16,NA,NA,,
6709,HOMZ16,NA,NA,,
6710,HOMZ16,NA,NA,,
6711,HOMZ16,NA,NA,,
6712,HOMZ16,NA,NA,,
6713,HOMZ16,NA,NA,,
6714,HOMZ16,NA,NA,,
6715,HOMZ16,NA,NA,,
6716,HOMZ16,NA,NA,,
6717,HOMZ16,NA,NA,,
6718,HOMZ16,NA,NA,,
6719,HOMZ16,NA,NA,,
6720,HOMZ16,NA,NA,,
6721,HOMZ16,NA,NA,,
6722,HOMZ16,NA,NA,,
6723,HOMZ16,NA,NA,,
6724,HOMZ16,NA,NA,,
6725,HOMZ16,NA,NA,,
6726,HOMZ16,NA,NA,,
6727,HOMZ16,NA,NA,,
6728,HOMZ16,NA,NA,,
6729,HOMZ16,NA,NA,,
6730,HOMZ16,NA,NA,,
6731,HOMZ16,NA,NA,,
6732,HOMZ16,NA,NA,,
6733,HOMZ16,NA,NA,,
6734,HOMZ16,NA,NA,,
6735,HOMZ16,NA,NA,,
6736,HOMZ16,NA,NA,,
6737,HOMZ16,NA,NA,,
6738,HOMZ16,NA,NA,,
6739,HOMZ16,NA,NA,,
6740,HOMZ16,NA,NA,,
6741,HOMZ16,NA,NA,,
6742,HOMZ16,NA,NA,,
6743,HOMZ16,NA,NA,,
6744,HOMZ16,NA,NA,,
6745,HOMZ16,NA,NA,,
6746,HOMZ16,NA,NA,,
6747,HOMZ16,NA,NA,,
6748,HOMZ16,NA,NA,,
6749,HOMZ16,NA,NA,,
6750,HOMZ16,NA,NA,,
6751,HOMZ16,NA,NA,,
6752,HOMZ16,NA,NA,,
6753,HOMZ16,NA,NA,,
6754,HOMZ16,NA,NA,,
6755,HOMZ16,NA,NA,,
6756,HOMZ16,NA,NA,,
6757,HOMZ16,NA,NA,,
6758,HOMZ16,NA,NA,,
6759,HOMZ16,NA,NA,,
6760,HOMZ16,NA,NA,,
6761,HOMZ16,NA,NA,,
6762,HOMZ16,NA,NA,,
6763,HOMZ16,NA,NA,,
6764,HOMZ16,NA,NA,,
6765,HOMZ16,NA,NA,,
6766,HOMZ16,NA,NA,,
6767,HOMZ16,NA,NA,,
6768,HOMZ16,NA,NA,,
6769,HOMZ16,NA,NA,,
6770,HOMZ16,NA,NA,,
6771,HOMZ16,NA,NA,,
6772,HOMZ16,NA,NA,,
6773,HOMZ16,NA,NA,,
6774,HOMZ16,NA,NA,,
6775,HOMZ16,NA,NA,,
6776,HOMZ16,NA,NA,,
6777,HOMZ16,NA,NA,,
6778,HOMZ16,NA,NA,,
6779,HOMZ16,NA,NA,,
6780,HOMZ16,NA,NA,,
6781,HOMZ16,NA,NA,,
6782,HOMZ16,NA,NA,,
6783,HOMZ16,NA,NA,,
6784,HOMZ16,NA,NA,,
6785,HOMZ16,NA,NA,,
6786,HOMZ16,NA,NA,,
6787,HOMZ16,NA,NA,,
6788,HOMZ16,NA,NA,,
6789,HOMZ16,NA,NA,,
6790,HOMZ16,NA,NA,,
6791,HOMZ16,NA,NA,,
6792,HOMZ16,NA,NA,,
6793,HOMZ16,NA,NA,,
6794,HOMZ16,NA,NA,,
6795,HOMZ16,NA,NA,,
6796,HOMZ16,NA,NA,,
6797,HOMZ16,NA,NA,,
6798,HOMZ16,NA,NA,,
6799,HOMZ16,NA,NA,,
6800,HOMZ16,NA,NA,,
6801,HOMZ16,NA,NA,,
6802,HOMZ16,NA,NA,,
6803,HOMZ16,NA,NA,,
6804,HOMZ16,NA,NA,,
6805,HOMZ16,NA,NA,,
6806,HOMZ16,NA,NA,,
6807,HOMZ16,NA,NA,,
6808,HOMZ16,NA,NA,,
6809,HOMZ16,NA,NA,,
6810,HOMZ16,NA,NA,,
6811,HOMZ16,NA,NA,,
6812,HOMZ16,NA,NA,,
6813,HOMZ16,NA,NA,,
6814,HOMZ16,NA,NA,,
6815,HOMZ16,NA,NA,,
6816,HOMZ16,NA,NA,,
6817,HOMZ16,NA,NA,,
6818,HOMZ16,NA,NA,,
6819,HOMZ16,NA,NA,,
6820,HOMZ16,NA,NA,,
6821,HOMZ16,NA,NA,,
6822,HOMZ16,NA,NA,,
6823,HOMZ16,NA,NA,,
6824,HOMZ16,NA,NA,,
6825,HOMZ16,NA,NA,,
6826,HOMZ16,NA,NA,,
6827,HOMZ16,NA,NA,,
6828,HOMZ16,NA,NA,,
6829,HOMZ16,NA,NA,,
6830,HOMZ16,NA,NA,,
6831,HOMZ16,NA,NA,,
6832,HOMZ16,NA,NA,,
6833,HOMZ16,NA,NA,,
6834,HOMZ16,NA,NA,,
6835,HOMZ16,NA,NA,,
6836,HOMZ16,NA,NA,,
6837,HOMZ16,NA,NA,,
6838,HOMZ16,NA,NA,,
6839,HOMZ16,NA,NA,,
6840,HOMZ16,NA,NA,,
6841,HOMZ16,NA,NA,,
6842,HOMZ16,NA,NA,,
6843,HOMZ16,NA,NA,,
6844,HOMZ16,NA,NA,,
6845,HOMZ16,NA,NA,,
6846,HOMZ16,NA,NA,,
6847,HOMZ16,NA,NA,,
6848,HOMZ16,NA,NA,,
6849,HOMZ16,NA,NA,,
6850,HOMZ16,NA,NA,,
6851,HOMZ16,NA,NA,,
6852,HOMZ16,NA,NA,,
6853,HOMZ16,NA,NA,,
6854,HOMZ16,NA,NA,,
6855,HOMZ16,NA,NA,,
6856,HOMZ16,NA,NA,,
6857,HOMZ16,NA,NA,,
6858,HOMZ16,NA,NA,,
6859,HOMZ16,NA,NA,,
6860,HOMZ16,NA,NA,,
6861,HOMZ16,NA,NA,,
6862,HOMZ16,NA,NA,,
6863,HOMZ16,NA,NA,,
6864,HOMZ16,NA,NA,,
6865,HOMZ16,NA,NA,,
6866,HOMZ16,NA,NA,,
6867,HOMZ16,NA,NA,,
6868,HOMZ16,NA,NA,,
6869,HOMZ16,NA,NA,,
6870,HOMZ16,NA,NA,,
6871,HOMZ16,NA,NA,,
6872,HOMZ16,NA,NA,,
6873,HOMZ16,NA,NA,,
6874,HOMZ16,NA,NA,,
6875,HOMZ16,NA,NA,,
6876,HOMZ16,NA,NA,,
6877,HOMZ16,NA,NA,,
6878,HOMZ16,NA,NA,,
6879,HOMZ16,NA,NA,,
6880,HOMZ16,NA,NA,,
6881,HOMZ16,NA,NA,,
6882,HOMZ16,NA,NA,,
6883,HOMZ16,NA,NA,,
6884,HOMZ16,NA,NA,,
6885,HOMZ16,NA,NA,,
6886,HOMZ16,NA,NA,,
6887,HOMZ16,NA,NA,,
6888,HOMZ16,NA,NA,,
6889,HOMZ16,NA,NA,,
6890,HOMZ16,NA,NA,,
6891,HOMZ16,NA,NA,,
6892,HOMZ16,NA,NA,,
6893,HOMZ16,NA,NA,,
6894,HOMZ16,NA,NA,,
6895,HOMZ16,NA,NA,,
6896,HOMZ16,NA,NA,,
6897,HOMZ16,NA,NA,,
6898,HOMZ16,NA,NA,,
6899,HOMZ16,NA,NA,,
6900,HOMZ16,NA,NA,,
6901,HOMZ16,NA,NA,,
6902,HOMZ16,NA,NA,,
6903,HOMZ16,NA,NA,,
6904,HOMZ16,NA,NA,,
6905,HOMZ16,NA,NA,,
6906,HOMZ16,NA,NA,,
6907,HOMZ16,NA,NA,,
6908,HOMZ16,NA,NA,,
6909,HOMZ16,NA,NA,,
6910,HOMZ16,NA,NA,,
6911,HOMZ16,NA,NA,,
6912,HOMZ16,NA,NA,,
6913,HOMZ16,NA,NA,,
6914,HOMZ16,NA,NA,,
6915,HOMZ16,NA,NA,,
6916,HOMZ16,NA,NA,,
6917,HOMZ16,NA,NA,,
6918,HOMZ16,NA,NA,,
6919,HOMZ16,NA,NA,,
6920,HOMZ16,NA,NA,,
6921,HOMZ16,NA,NA,,
6922,HOMZ16,NA,NA,,
6923,HOMZ16,NA,NA,,
6924,HOMZ16,NA,NA,,
6925,HOMZ16,NA,NA,,
6926,HOMZ16,NA,NA,,
6927,HOMZ16,NA,NA,,
6928,HOMZ16,NA,NA,,
6929,HOMZ16,NA,NA,,
6930,HOMZ16,NA,NA,,
6931,HOMZ16,NA,NA,,
6932,HOMZ16,NA,NA,,
6933,HOMZ16,NA,NA,,
6934,HOMZ16,NA,NA,,
6935,HOMZ16,NA,NA,,
6936,HOMZ16,NA,NA,,
6937,HOMZ16,NA,NA,,
6938,HOMZ16,NA,NA,,
6939,HOMZ16,NA,NA,,
6940,HOMZ16,NA,NA,,
6941,HOMZ16,NA,NA,,
6942,HOMZ16,NA,NA,,
6943,HOMZ16,NA,NA,,
6944,HOMZ16,NA,NA,,
6945,HOMZ16,NA,NA,,
6946,HOMZ16,NA,NA,,
6947,HOMZ16,NA,NA,,
6948,HOMZ16,NA,NA,,
6949,HOMZ16,NA,NA,,
6950,HOMZ16,NA,NA,,
6951,HOMZ16,NA,NA,,
6952,HOMZ16,NA,NA,,
6953,HOMZ16,NA,NA,,
6954,HOMZ16,NA,NA,,
6955,HOMZ16,NA,NA,,
6956,HOMZ16,NA,NA,,
6957,HOMZ16,NA,NA,,
6958,HOMZ16,NA,NA,,
6959,HOMZ16,NA,NA,,
6960,HOMZ16,NA,NA,,
6961,HOMZ16,NA,NA,,
6962,HOMZ16,NA,NA,,
6963,HOMZ16,NA,NA,,
6964,HOMZ16,NA,NA,,
6965,HOMZ16,NA,NA,,
6966,HOMZ16,NA,NA,,
6967,HOMZ16,NA,NA,,
6968,HOMZ16,NA,NA,,
6969,HOMZ16,NA,NA,,
6970,HOMZ16,NA,NA,,
6971,HOMZ16,NA,NA,,
6972,HOMZ16,NA,NA,,
6973,HOMZ16,NA,NA,,
6974,HOMZ16,NA,NA,,
6975,HOMZ16,NA,NA,,
6976,HOMZ16,NA,NA,,
6977,HOMZ16,NA,NA,,
6978,HOMZ16,NA,NA,,
6979,HOMZ16,NA,NA,,
6980,HOMZ16,NA,NA,,
6981,HOMZ16,NA,NA,,
6982,HOMZ16,NA,NA,,
6983,HOMZ16,NA,NA,,
6984,HOMZ16,NA,NA,,
6985,HOMZ16,NA,NA,,
6986,HOMZ16,NA,NA,,
6987,HOMZ16,NA,NA,,
6988,HOMZ16,NA,NA,,
6989,HOMZ16,NA,NA,,
6990,HOMZ16,NA,NA,,
6991,HOMZ16,NA,NA,,
6992,HOMZ16,NA,NA,,
6993,HOMZ16,NA,NA,,
6994,HOMZ16,NA,NA,,
6995,HOMZ16,NA,NA,,
6996,HOMZ16,NA,NA,,
6997,HOMZ16,NA,NA,,
6998,HOMZ16,NA,NA,,
6999,HOMZ16,NA,NA,,
7000,HOMZ16,NA,NA,,
7001,HOMZ16,NA,NA,,
7002,HOMZ16,NA,NA,,
7003,HOMZ16,NA,NA,,
7004,HOMZ16,NA,NA,,
7005,HOMZ16,NA,NA,,
7006,HOMZ16,NA,NA,,
7007,HOMZ16,NA,NA,,
7008,HOMZ16,NA,NA,,
7009,HOMZ16,NA,NA,,
7010,HOMZ16,NA,NA,,
7011,HOMZ16,NA,NA,,
7012,HOMZ16,NA,NA,,
7013,HOMZ16,NA,NA,,
7014,HOMZ16,NA,NA,,
7015,HOMZ16,NA,NA,,
7016,HOMZ16,NA,NA,,
7017,HOMZ16,NA,NA,,
7018,HOMZ16,NA,NA,,
7019,HOMZ16,NA,NA,,
7020,HOMZ16,NA,NA,,
7021,HOMZ16,NA,NA,,
7022,HOMZ16,NA,NA,,
7023,HOMZ16,NA,NA,,
7024,HOMZ16,NA,NA,,
7025,HOMZ16,NA,NA,,
7026,HOMZ16,NA,NA,,
7027,HOMZ16,NA,NA,,
7028,HOMZ16,NA,NA,,
7029,HOMZ16,NA,NA,,
7030,HOMZ16,NA,NA,,
7031,HOMZ16,NA,NA,,
7032,HOMZ16,NA,NA,,
7033,HOMZ16,NA,NA,,
7034,HOMZ16,NA,NA,,
7035,HOMZ16,NA,NA,,
7036,HOMZ16,NA,NA,,
7037,HOMZ16,NA,NA,,
7038,HOMZ16,NA,NA,,
7039,HOMZ16,NA,NA,,
7040,HOMZ16,NA,NA,,
7041,HOMZ16,NA,NA,,
7042,HOMZ16,NA,NA,,
7043,HOMZ16,NA,NA,,
7044,HOMZ16,NA,NA,,
7045,HOMZ16,NA,NA,,
7046,HOMZ16,NA,NA,,
7047,HOMZ16,NA,NA,,
7048,HOMZ16,NA,NA,,
7049,HOMZ16,NA,NA,,
7050,HOMZ16,NA,NA,,
7051,HOMZ16,NA,NA,,
7052,HOMZ16,NA,NA,,
7053,HOMZ16,NA,NA,,
7054,HOMZ16,NA,NA,,
7055,HOMZ16,NA,NA,,
7056,HOMZ16,NA,NA,,
7057,HOMZ16,NA,NA,,
7058,HOMZ16,NA,NA,,
7059,HOMZ16,NA,NA,,
7060,HOMZ16,NA,NA,,
7061,HOMZ16,NA,NA,,
7062,HOMZ16,NA,NA,,
7063,HOMZ16,NA,NA,,
7064,HOMZ16,NA,NA,,
7065,HOMZ16,NA,NA,,
7066,HOMZ16,NA,NA,,
7067,HOMZ16,NA,NA,,
7068,HOMZ16,NA,NA,,
7069,HOMZ16,NA,NA,,
7070,HOMZ16,NA,NA,,
7071,HOMZ16,NA,NA,,
7072,HOMZ16,NA,NA,,
7073,HOMZ16,NA,NA,,
7074,HOMZ16,NA,NA,,
7075,HOMZ16,NA,NA,,
7076,HOMZ16,NA,NA,,
7077,HOMZ16,NA,NA,,
7078,HOMZ16,NA,NA,,
7079,HOMZ16,NA,NA,,
7080,HOMZ16,NA,NA,,
7081,HOMZ16,NA,NA,,
7082,HOMZ16,NA,NA,,
7083,HOMZ16,NA,NA,,
7084,HOMZ16,NA,NA,,
7085,HOMZ16,NA,NA,,
7086,HOMZ16,NA,NA,,
7087,HOMZ16,NA,NA,,
7088,HOMZ16,NA,NA,,
7089,HOMZ16,NA,NA,,
7090,HOMZ16,NA,NA,,
7091,HOMZ16,NA,NA,,
7092,HOMZ16,NA,NA,,
7093,HOMZ16,NA,NA,,
7094,HOMZ16,NA,NA,,
7095,HOMZ16,NA,NA,,
7096,HOMZ16,NA,NA,,
7097,HOMZ16,NA,NA,,
7098,HOMZ16,NA,NA,,
7099,HOMZ16,NA,NA,,
7100,HOMZ16,NA,NA,,
7101,HOMZ16,NA,NA,,
7102,HOMZ16,NA,NA,,
7103,HOMZ16,NA,NA,,
7104,HOMZ16,NA,NA,,
7105,HOMZ16,NA,NA,,
7106,HOMZ16,NA,NA,,
7107,HOMZ16,NA,NA,,
7108,HOMZ16,NA,NA,,
7109,HOMZ16,NA,NA,,
7110,HOMZ16,NA,NA,,
7111,HOMZ16,NA,NA,,
7112,HOMZ16,NA,NA,,
7113,HOMZ16,NA,NA,,
7114,HOMZ16,NA,NA,,
7115,HOMZ16,NA,NA,,
7116,HOMZ16,NA,NA,,
7117,HOMZ16,NA,NA,,
7118,HOMZ16,NA,NA,,
7119,HOMZ16,NA,NA,,
7120,HOMZ16,NA,NA,,
7121,HOMZ16,NA,NA,,
7122,HOMZ16,NA,NA,,
7123,HOMZ16,NA,NA,,
7124,HOMZ16,NA,NA,,
7125,HOMZ16,NA,NA,,
7126,HOMZ16,NA,NA,,
7127,HOMZ16,NA,NA,,
7128,HOMZ16,NA,NA,,
7129,HOMZ16,NA,NA,,
7130,HOMZ16,NA,NA,,
7131,HOMZ16,NA,NA,,
7132,HOMZ16,NA,NA,,
7133,HOMZ16,NA,NA,,
7134,HOMZ16,NA,NA,,
7135,HOMZ16,NA,NA,,
7136,HOMZ16,NA,NA,,
7137,HOMZ16,NA,NA,,
7138,HOMZ16,NA,NA,,
7139,HOMZ16,NA,NA,,
7140,HOMZ16,NA,NA,,
7141,HOMZ16,NA,NA,,
7142,HOMZ16,NA,NA,,
7143,HOMZ16,NA,NA,,
7144,HOMZ16,NA,NA,,
7145,HOMZ16,NA,NA,,
7146,HOMZ16,NA,NA,,
7147,HOMZ16,NA,NA,,
7148,HOMZ16,NA,NA,,
7149,HOMZ16,NA,NA,,
7150,HOMZ16,NA,NA,,
7151,HOMZ16,NA,NA,,
7152,HOMZ16,NA,NA,,
7153,HOMZ16,NA,NA,,
7154,HOMZ16,NA,NA,,
7155,HOMZ16,NA,NA,,
7156,HOMZ16,NA,NA,,
7157,HOMZ16,NA,NA,,
7158,HOMZ16,NA,NA,,
7159,HOMZ16,NA,NA,,
7160,HOMZ16,NA,NA,,
7161,HOMZ16,NA,NA,,
7162,HOMZ16,NA,NA,,
7163,HOMZ16,NA,NA,,
7164,HOMZ16,NA,NA,,
7165,HOMZ16,NA,NA,,
7166,HOMZ16,NA,NA,,
7167,HOMZ16,NA,NA,,
7168,HOMZ16,NA,NA,,
7169,HOMZ16,NA,NA,,
7170,HOMZ16,NA,NA,,
7171,HOMZ16,NA,NA,,
7172,HOMZ16,NA,NA,,
7173,HOMZ16,NA,NA,,
7174,HOMZ16,NA,NA,,
7175,HOMZ16,NA,NA,,
7176,HOMZ16,NA,NA,,
7177,HOMZ16,NA,NA,,
7178,HOMZ16,NA,NA,,
7179,HOMZ16,NA,NA,,
7180,HOMZ16,NA,NA,,
7181,HOMZ16,NA,NA,,
7182,HOMZ16,NA,NA,,
7183,HOMZ16,NA,NA,,
7184,HOMZ16,NA,NA,,
7185,HOMZ16,NA,NA,,
7186,HOMZ16,NA,NA,,
7187,HOMZ16,NA,NA,,
7188,HOMZ16,NA,NA,,
7189,HOMZ16,NA,NA,,
7190,HOMZ16,NA,NA,,
7191,HOMZ16,NA,NA,,
7192,HOMZ16,NA,NA,,
7193,HOMZ16,NA,NA,,
7194,HOMZ16,NA,NA,,
7195,HOMZ16,NA,NA,,
7196,HOMZ16,NA,NA,,
7197,HOMZ16,NA,NA,,
7198,HOMZ16,NA,NA,,
7199,HOMZ16,NA,NA,,
7200,HOMZ16,NA,NA,,
7201,HOMZ16,NA,NA,,
7202,HOMZ16,NA,NA,,
7203,HOMZ16,NA,NA,,
7204,HOMZ16,NA,NA,,
7205,HOMZ16,NA,NA,,
7206,HOMZ16,NA,NA,,
7207,HOMZ16,NA,NA,,
7208,HOMZ16,NA,NA,,
7209,HOMZ16,NA,NA,,
7210,HOMZ16,NA,NA,,
7211,HOMZ16,NA,NA,,
7212,HOMZ16,NA,NA,,
7213,HOMZ16,NA,NA,,
7214,HOMZ16,NA,NA,,
7215,HOMZ16,NA,NA,,
7216,HOMZ16,NA,NA,,
7217,HOMZ16,NA,NA,,
7218,HOMZ16,NA,NA,,
7219,HOMZ16,NA,NA,,
7220,HOMZ16,NA,NA,,
7221,HOMZ16,NA,NA,,
7222,HOMZ16,NA,NA,,
7223,HOMZ16,NA,NA,,
7224,HOMZ16,NA,NA,,
7225,HOMZ16,NA,NA,,
7226,HOMZ16,NA,NA,,
7227,HOMZ16,NA,NA,,
7228,HOMZ16,NA,NA,,
7229,HOMZ16,NA,NA,,
7230,HOMZ16,NA,NA,,
7231,HOMZ16,NA,NA,,
7232,HOMZ16,NA,NA,,
7233,HOMZ16,NA,NA,,
7234,HOMZ16,NA,NA,,
7235,HOMZ16,NA,NA,,
7236,HOMZ16,NA,NA,,
7237,HOMZ16,NA,NA,,
7238,HOMZ16,NA,NA,,
7239,HOMZ16,NA,NA,,
7240,HOMZ16,NA,NA,,
7241,HOMZ16,NA,NA,,
7242,HOMZ16,NA,NA,,
7243,HOMZ16,NA,NA,,
7244,HOMZ16,NA,NA,,
7245,HOMZ16,NA,NA,,
7246,HOMZ16,NA,NA,,
7247,HOMZ16,NA,NA,,
