Data group,cruise,Station,type,mon/day/yy,hh:mm,Longitude [degrees East],Latitude [degrees North],Bot. Depth [m],Depth [m],Temperature [oC],Salinity [pss-78],SIGMA-0 [kg m-3],Oxygen [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Silicate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Nitrate [~$m~#mol/kg],NH4 [~$m~#mol/kg],N deficit [~$m~#mol/kg]
1,TGT001,66,b,12/4/65,,-103.28,17.38,,36,28.76,34.091,21.41,202.7869925,0.195794338,0.978971688,,2.251634883,,
1,TGT001,66,b,12/4/65,,-103.28,17.38,,30,28.83,34.02,21.24,202.3638192,,,,,,
1,TGT001,66,b,12/4/65,,-103.28,17.38,,20,28.93,33.85,21.12,200.648931,,,,,,
1,TGT001,66,b,12/4/65,,-103.28,17.38,,14,29,33.711,21.12,198.4865358,0.176277029,0.979316829,,0.195863366,,
1,TGT001,66,b,12/4/65,,-103.28,17.38,,10,29,33.71,21.11,198.0493408,,,,,,
1,TGT001,66,b,12/4/65,,-103.28,17.38,,0,29.01,33.709,27.58,197.614081,0.166485491,0.979326419,,0.195865284,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1490,3.03,34.594,27.56,54.74026353,3.182233987,103.1549855,,40.67809806,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1400,3.21,34.58,27.52,46.05222914,,,,,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1300,3.47,34.576,27.49,36.93011189,3.308938026,97.32170663,,41.84833385,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1200,3.75,34.569,27.44,29.97943671,3.357696912,93.43156624,,42.8228012,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1100,4.13,34.551,27.39,20.85627524,3.416257884,86.62306315,,42.72755587,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1000,4.49,34.544,27.34,12.16675265,3.416424143,81.76057777,,42.53496725,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,900,4.87,34.536,27.3,14.77463296,3.43605817,77.87100668,,40.78493975,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,800,5.27,34.535,27.23,9.125863915,3.368052176,72.03348584,,40.59184269,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,700,5.82,34.531,27.14,8.257296669,3.348811853,66.19744361,,38.55027598,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,600,6.42,34.525,27,7.388754906,3.290690656,61.33535837,,37.48271901,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,500,7.53,34.54,26.83,7.389762137,3.184031159,51.60662123,,32.61927945,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,400,9.04,34.613,26.63,4.347638571,2.999522803,39.92871264,,23.56767917,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,300,10.61,34.699,26.53,6.087879762,2.834516817,32.14400514,,23.18264613,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,250,11.34,34.74,26.45,9.56760014,,,,,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,200,11.89,34.771,26.22,13.91759393,2.649909884,25.33002095,,24.745482,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,150,12.89,34.724,26.06,8.700445741,2.669992789,23.38679815,,26.01781294,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,125,13.59,34.698,25.76,8.266712334,2.582694969,21.44124125,,26.70409138,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,100,14.66,34.61,25.36,25.24260757,2.378724068,17.54796444,,24.95710498,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,87,16.03,34.482,25.14,53.55261985,2.077319185,12.6784739,,21.55340563,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,82,16.9,34.451,24.78,73.16073902,1.824141093,10.73024172,,19.21688745,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,75,18.23,34.41,24,104.9876907,,,,,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,62,21.02,34.33,23.17,177.4379185,0.7421875,2.9296875,,5.2734375,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,50,23.9,34.305,22.84,212.4873817,0.351847689,0.977354692,,0.195470938,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,42,24.91,34.268,22.7,205.5725794,0.342184506,1.955340034,,0.782136013,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,41,25.34,34.258,21.8,205.6007208,0.342231348,1.955607705,,0.782243082,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,30,28.06,34.204,21.8,199.6651567,0.185946369,0.978665101,,1.370131141,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,20,28.06,34.201,21.77,199.6651567,0.185946369,0,,2.348796242,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,16,28.12,34.192,21.79,200.1079359,0.195738767,0.978693835,,0.097869384,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,15,28.08,34.201,21.79,200.1040191,0.195734936,0.978674679,,4.404036054,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,10,28.08,34.2,21.79,199.2302025,0.195734936,0,,3.22962644,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,5,28.09,34.2,21.77,199.6671108,0.195734936,0,,2.740289101,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,1,28.15,34.202,21.74,198.7971853,0.205525705,0.978693835,,3.523297807,,
1,TGT001,67,b,12/4/65,,-105.45,18.71,,0,28.23,34.2,26.04,199.239952,0.234893417,0.978722571,,5.970207685,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,129,13.53,34.657,25.98,15.22845113,2.563252895,29.23862617,,26.0223773,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,125,13.82,34.66,25.58,26.10744292,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,100,15.65,34.65,25.36,92.28227651,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,87,16.6,34.653,24.7,124.5207258,1.394632129,10.72793946,,13.06858079,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,75,19.27,34.64,22.69,153.3549889,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,53,26.22,34.606,22.58,203.4201119,0.352012829,1.955626827,,0,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,50,26.52,34.59,22.43,203.0054233,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,41,26.89,34.54,22.26,201.7253015,0.273857379,0.978062068,,0.195612414,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,30,27.26,34.48,22.17,200.4487257,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,20,27.4,34.41,22.15,199.5928829,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,16,27.4,34.387,22.12,199.5967883,0.215232598,0.978329991,,0.684830993,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,10,27.46,34.37,22.11,199.1658793,,,,,,
1,TGT001,68,b,12/5/65,,-107.08,20.067,,0,27.49,34.374,27.5,199.1678279,0.205457338,1.956736555,,0,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,1299,3.58,34.556,27.46,29.97914494,3.347931873,3.325097916,,138.2235471,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,1200,3.83,34.546,27.43,25.20084202,3.386993168,3.36379436,,130.4920226,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,1100,4.13,34.536,27.37,19.11843838,3.377359041,3.354160706,,122.7603486,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,1000,4.51,34.513,27.32,13.03606018,3.416490651,3.392900814,,116.9632474,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,900,4.83,34.504,27.24,10.42935572,3.377720671,3.354264459,,109.2310905,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,800,5.47,34.496,27.16,6.953445293,3.3682489,3.344623855,,102.4653551,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,700,6.07,34.485,27.05,6.084738502,3.290626582,3.267326254,,89.89980522,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,600,6.95,34.496,26.89,13.47479258,3.193612774,3.170626083,,79.26565207,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,500,8.3,34.541,26.71,6.086338361,3.077252676,3.054494699,,63.79640826,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,400,9.82,34.623,26.54,4.348146716,2.902474896,2.880276197,,51.22638874,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,300,11.3,34.738,26.43,6.088413506,2.825023867,2.802641828,,39.62355688,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,250,12.02,34.77,26.33,7.39386584,,,,,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,200,12.54,34.783,26.14,8.264537583,2.630732805,2.609242711,,33.82351662,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,150,13.58,34.8,25.87,39.15505821,2.689691465,2.667182064,,35.75570158,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,125,14.53,34.712,25.55,27.41575443,2.534434188,2.512776502,,28.02712252,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,100,15.74,34.638,24.9,53.10739185,2.26220077,2.242330168,,22.22999735,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,83,18,34.485,24.97,121.5275358,1.522099717,1.507996733,,12.56663944,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,82,16.86,34.221,24.66,157.2345671,1.229304272,1.218308273,,10.6360246,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,75,18.45,34.32,24.53,157.2821368,,,,,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,72,19.13,34.368,23.98,157.3020939,1.102944765,1.092454523,,6.767417399,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,62,20.89,34.252,23.23,211.8833236,0.507822418,0.50277882,,1.933764692,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,51,24.09,34.463,23.36,201.567585,0.469102743,0.464008863,,0.96668513,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,50,23.48,34.392,22.65,209.3942643,0.449499687,0.444705682,,0.966751483,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,41,26.45,34.65,22.63,201.6819049,0.293355498,0.289953124,,1.933020828,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,39,26.54,34.656,22.62,202.5589481,0.27380382,0.270621347,,1.933009619,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,31,26.55,34.656,22.62,201.6878215,0.273806497,0.270621347,,1.933009619,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,30,26.55,34.66,22.62,201.6878215,,,,,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,20,26.55,34.657,22.62,201.6878215,0.273806497,0.270621085,,1.93300775,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,16,26.55,34.652,22.62,203.4340364,0.273806497,0.270622393,,1.933017092,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,10,26.55,34.657,22.6,201.6878215,0.273806497,0.270621085,,1.93300775,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,1,26.61,34.656,22.57,201.2552038,0.273811852,0.270621347,,1.933009619,,
1,TGT001,69,b,12/5/65,,-109.24,21.67,,0,26.71,34.657,26,203.4439836,0.293378448,1.955856323,,0.097792816,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,129,12.77,34.413,25.97,45.25201894,2.339181287,29.23976608,,24.36647173,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,125,12.84,34.39,25.69,46.558727,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,100,13.8,34.28,25.4,71.81576723,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,83,14.97,34.218,25.22,105.7949511,1.657889604,14.62843768,,16.77394188,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,75,15.67,34.19,24.51,126.2795163,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,50,18.45,34.12,24.51,210.0307185,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,50,18.45,34.118,24.06,210.0307185,0.624688876,2.928229105,,1.561722189,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,39,20.38,34.185,23.65,231.4840648,0.458957483,1.953010566,,0.976505283,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,30,22.2,34.3,23.13,221.9822624,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,20,24.47,34.48,22.9,212.0593529,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,16,25.46,34.576,22.9,207.7426923,0.293283801,0.97761267,,0,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,10,25.46,34.58,22.91,207.3062581,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,0,25.45,34.58,22.91,206.8678015,,,,,,
1,TGT001,70,b,12/6/65,,-110.82,23.023,,0,25.45,34.581,27.5,206.8678015,0.293280934,,,,,
