Data group,cruise,Station,type,mon/day/yy,hh:mm,Longitude [degrees East],Latitude [degrees North],Bot. Depth [m],Depth [m],Temperature [oC],Salinity [pss-78],SIGMA-0 [kg m-3],Oxygen [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Silicate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Nitrate [~$m~#mol/kg],NH4 [~$m~#mol/kg],N deficit [~$m~#mol/kg]
2,P18N_31DSCG94_3,174,B,1994-04-21T10:11:00.000,,250.002,14,3275,73.4,27.191,33.9387,21.8653,205.3,0.11,0.59,0,0.03,,
2,P18N_31DSCG94_3,174,B,1994-04-21T10:11:00.000,,250.002,14,3275,49,28.158,33.8855,21.5112,200.4,0.13,0.1,0,0.02,,
2,P18N_31DSCG94_3,174,B,1994-04-21T10:11:00.000,,250.002,14,3275,25.1,28.409,33.905,21.4419,199,0.13,0.23,0,0,,
2,P18N_31DSCG94_3,174,B,1994-04-21T10:11:00.000,,250.002,14,3275,9.3,28.502,33.894,21.4017,198.9,0.14,0.13,0,0.03,,
2,P18N_31DSCG94_3,174,B,1994-04-21T10:11:00.000,,250.002,14,3275,9,28.503,33.8928,21.4004,198.6,0.12,0.15,0,0.05,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,3475.4,1.64,34.6766,27.7602,129.2,2.59,154.83,0,36.47,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,3352.6,1.641,34.6765,27.7591,127.7,2.59,156.45,0,36.76,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,3352.4,1.64,34.6781,27.7604,127.5,2.58,159.3,0.01,36.65,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,3157.2,1.662,34.6741,27.7543,124.2,2.62,157.31,0.01,36.97,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,2964.3,1.676,34.6728,27.7509,122.2,2.61,155.37,0.01,37.33,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,2764.5,1.709,34.6705,27.7453,117.1,2.65,157.64,0,37.63,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,2568.6,1.771,34.6656,27.7355,112.2,2.69,152.89,0.01,37.86,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,2371.7,1.93,34.6568,27.7154,101.3,2.75,151.06,0.02,38.51,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,2172.5,2.1,34.6468,27.6931,92.2,2.79,146.51,0.01,39.28,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1978.3,2.323,34.6337,27.6636,81.6,2.84,142.58,0,40.1,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1781.4,2.633,34.6207,27.6263,68.9,2.95,137.24,0,40.77,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1584.9,3.063,34.6007,27.5713,51,3.07,129.57,0.01,41.78,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1386.9,3.437,34.5852,27.5229,38.4,3.16,123.68,0,42.75,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1288.2,3.73,34.5731,27.4841,29.8,3.23,119.2,0.01,43.55,,6.249110362
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1169.2,4.091,34.5603,27.4366,21.4,3.27,109.93,0.02,43.94,,5.462746935
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,1090.9,4.374,34.5537,27.401,16.7,3.31,101.96,0.01,44.34,,4.725392067
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,993.7,4.784,34.5433,27.3472,9.5,3.28,92.65,0,43.85,,4.606508641
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,892.8,5.308,34.5356,27.2801,3.4,3.29,86.26,0.06,42.67,,4.796170557
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,792.7,5.957,34.5363,27.2009,1.6,3.25,77.06,0,41.39,,4.811738498
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,696.3,6.641,34.5406,27.1149,1.5,3.16,66.47,0.01,39.2,,5.276083339
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,596.6,7.388,34.5397,27.0103,3.6,3.02,56.98,0,36.97,,5.039943144
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,495.7,8.255,34.5707,26.9065,2,2.94,49.36,0,34.76,,6.254504793
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,396.7,9.628,34.6367,26.739,0.9,2.76,38.39,0,31.61,,6.702921748
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,347.2,10.314,34.6762,26.6526,0.6,2.67,34.81,0.56,29.56,,7.176441231
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,298,10.912,34.7061,26.5697,0.9,2.61,32.15,0.54,29.91,,6.112370651
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,249.3,11.353,34.7312,26.508,0.2,2.55,29.84,0.22,30.69,,5.259372032
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,198.2,12.091,34.7531,26.3854,1,2.51,26.66,1.62,28.93,,4.781572534
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,174.5,12.759,34.7563,26.2575,2.8,2.5,24.48,2.15,26.52,,6.322614999
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,147.5,14.055,34.7381,25.9783,0.3,2.44,21.62,0.2,27.36,,6.648482531
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,123.5,16.242,34.6404,25.4209,8.5,2.21,14.77,0.03,26.38,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,98,20.926,34.2434,23.9444,156.9,0.78,1.99,0.53,4.89,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,72.7,25.599,34.2825,22.6231,210.8,0.17,0,0,0.04,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,48.4,26.361,34.0692,22.2241,208.4,0.13,0,0,0,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,24.7,26.996,34.0498,22.0073,205.4,0.13,0,0,0.02,,
2,P18N_31DSCG94_3,175,B,1994-04-21T15:22:00.000,,250.002,14.5,3677,8,28.297,33.8813,21.4596,199.6,0.17,0,0,0.06,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,3755.2,1.623,34.6795,27.7658,132.7,2.52,155.01,0,37.22,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,3548.3,1.646,34.6782,27.7619,,,,,,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,3548.1,1.645,34.6785,27.7619,129.2,2.55,156.59,0,37.45,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,3352.7,1.645,34.6783,27.7603,127.4,2.56,153.07,0,37.63,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,3157.4,1.647,34.6766,27.7573,125.7,2.54,149.9,0,37.72,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,2958.6,1.685,34.6747,27.7517,121.3,2.58,151.65,0,37.78,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,2763.8,1.734,34.6702,27.7432,116.4,2.61,154.76,0,37.84,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,2568.9,1.822,34.6637,27.7303,108.8,2.66,153.63,0,38.81,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,2371.6,1.955,34.6557,27.7127,100.5,2.72,148.84,0,38.91,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,2171.1,2.103,34.6489,27.6945,91.8,2.74,143.18,0,39.75,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1977.3,2.297,34.636,27.6676,82.9,2.82,140.68,0,40.39,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1781.3,2.607,34.6205,27.6283,68.8,2.9,135.81,0,41.13,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1582.2,2.957,34.6042,27.5836,53.6,3.09,,0,43.1,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1384.2,3.34,34.5874,27.5337,40.3,3.12,125.51,0,43.67,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1188.1,3.94,34.5645,27.4554,25.1,3.23,112.54,0,44.56,,5.026204738
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,1091.4,4.276,34.5549,27.4124,17.9,3.25,103.35,0,45.16,,4.032012446
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,991.9,4.697,34.5431,27.3567,9.1,3.26,95.09,0,44.73,,3.844011494
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,893.6,5.135,34.5369,27.3013,4.7,3.25,87.98,0,43.68,,4.159114649
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,793.3,5.668,34.5321,27.2332,1.9,3.22,81.34,0,42.01,,4.761469306
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,694.6,6.314,34.5327,27.1514,1.4,3.17,73.79,0,39.6,,5.649530555
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,594.7,7.263,34.5469,27.0336,1.4,3.06,63.3,0,36.55,,6.048512824
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,495.2,8.202,34.5686,26.9128,1.5,2.95,52.98,0,33.67,,7.464936402
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,396.1,9.639,34.6331,26.7344,1,2.77,40.06,0.51,29.43,,8.312336072
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,297,10.988,34.714,26.5621,1.2,2.57,31.3,2.54,25.66,,8.306895375
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,248.6,11.574,34.738,26.4725,1.2,2.53,28.81,1.72,27.06,,7.222563425
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,197.5,12.512,34.7804,26.3253,0.6,2.46,25.69,2.68,26.14,,6.353881627
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,196.9,12.51,34.7804,26.3256,0.6,2.45,25.96,2.67,25.76,,6.744675746
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,171.8,12.82,34.7691,26.2553,1.6,2.47,25.48,2.37,25.34,,7.276673301
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,147.6,14.009,34.6879,25.9492,1.7,2.42,22.65,0.01,26.9,,7.213266229
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,123.9,15.714,34.3887,25.3474,60.9,1.79,13.4,0.04,20.02,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,98.3,20.492,34.2839,24.0916,151.8,0.77,3.05,0.45,5.18,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,72.7,25.589,34.2559,22.6059,208.9,0.12,0,0,0.01,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,49.2,26.947,34.0829,22.0497,210.3,0.09,0,0,0.01,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,24.4,27.578,33.9232,21.7257,203.1,0.12,0,0,0.03,,
2,P18N_31DSCG94_3,176,B,1994-04-21T21:53:00.000,,250,15,3777,8.6,28.018,33.8847,21.5532,201.4,0.12,0,0,0.03,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,3732.8,1.669,34.6782,27.7613,130.8,2.55,156.67,0,37.59,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,3451.4,1.646,34.6787,27.7596,127.9,2.57,159.23,0.02,38.1,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,3450.5,1.646,34.6766,27.7546,128.3,2.57,157.96,0.03,37.98,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,3195.3,1.667,34.6746,27.75,124.4,2.61,156.55,0.01,38.05,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,2959.9,1.692,34.6732,27.7401,121,2.61,153.05,0,38.3,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,2717.4,1.751,34.6682,27.7244,114.4,2.64,155.04,0,38.68,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,2469.7,1.866,34.6612,27.7062,106.1,2.7,153.43,0,38.86,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,2223.4,2.002,34.6534,27.6766,96.2,2.76,150.88,0,39.74,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1978.2,2.235,34.6411,27.6364,84.9,2.84,147.51,0,40.74,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1781,2.546,34.6242,27.5936,70.2,2.95,139.17,0.01,41.71,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1582.4,2.888,34.6091,27.5612,55.8,3.04,131.82,0,42.55,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1484,3.137,34.5974,27.5375,46.7,3.1,127.89,0.01,43.32,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1384.7,3.311,34.5887,27.5082,40.8,3.1,124.96,0,43.84,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1287.8,3.53,34.5789,27.4674,34.7,3.16,119.55,0.01,44.12,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1187.7,3.863,34.5697,27.4219,23.5,3.25,112.97,0.01,44.61,,5.063320109
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,1090.7,4.21,34.5582,27.3778,16.5,3.27,105.82,0,44.87,,4.415317818
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,992,4.54,34.5481,27.323,11.3,3.31,100.09,0.01,44.79,,4.022379836
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,891,4.964,34.5396,27.2454,5.6,3.29,93.04,0,44.38,,3.761255643
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,793.7,5.585,34.5348,27.1508,2,3.24,83.92,0,42.88,,4.096057282
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,695,6.344,34.5367,27.0506,1,3.19,75.52,0,39.99,,5.247401479
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,594.9,7.112,34.5418,26.9224,1.1,3.11,66.23,0,37.29,,5.724559288
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,495,8.145,34.5699,26.744,0.5,2.97,55.18,0,33.32,,8.001074811
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,397,9.554,34.6276,26.676,1.4,2.77,43.15,0.46,28.38,,9.539600768
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,347,10.096,34.658,26.5984,0.8,2.76,39.39,1.18,26.41,,9.956399488
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,297.4,10.708,34.6964,26.5155,0.9,2.64,35.68,2.53,24.64,,9.619769441
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,247.9,11.289,34.7258,26.3912,0.8,2.58,31.94,2.13,26.39,,7.690156417
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,198.9,12.064,34.7538,26.2348,0.7,2.5,28.3,2.38,27.08,,5.88664198
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,173.4,12.905,34.7646,25.9886,1.4,2.48,26.63,2.79,25.3,,6.841126499
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,147.6,13.741,34.6667,25.4428,7.5,2.4,24.13,0,26.79,,7.448487179
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,124.9,15.474,34.4429,24.8513,49.4,1.95,16.41,0.02,22.05,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,99.7,17.623,34.3239,23.1164,96.2,1.38,9.19,0.19,14.52,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,73.7,24.034,34.3114,22.1234,189.8,0.33,0.75,0.05,0.69,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,49.2,26.619,34.0431,21.7759,208.2,0.09,0,0,0.01,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,25.1,27.416,33.9205,21.7403,203.1,0.11,0,0.04,0,,
2,P18N_31DSCG94_3,177,B,1994-04-22T04:00:00.000,,250.005,15.5,3789,8.8,27.6,33.9532,,202.7,0.11,0,0.01,0.04,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,3262.4,1.678,34.6756,27.755,123.4,2.58,161.09,0,37.7,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,3262.1,1.678,34.6755,27.752,123.6,2.58,158.08,0,37.62,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,3058.4,1.682,34.6738,27.7522,121.6,2.58,154.42,0,38.11,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,3058,1.682,34.6741,27.7478,,2.58,159.95,0,37.92,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,2860.6,1.697,34.6717,27.7423,119.1,2.62,156.7,0,37.92,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,2665.8,1.742,34.6706,27.7319,114.3,2.64,158.92,0,38.13,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,2470.1,1.802,34.6647,27.7147,109.5,2.67,158.8,0,38.63,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,2272.3,1.933,34.657,27.6927,100.7,2.74,154.16,0,38.96,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,2076.7,2.096,34.6468,27.6608,90.4,2.75,147.87,0,39.69,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,1880.9,2.348,34.6335,27.6146,79.2,2.84,143.16,0,40.86,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,1682.5,2.721,34.6163,27.5686,62.9,2.96,137.3,0,41.95,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,1485.8,3.073,34.5994,27.4979,48.6,3.07,132.12,0,43.05,,
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,1288.5,3.615,34.5763,27.4327,30.4,3.16,117.93,0,43.82,,6.084835359
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,1090.2,4.091,34.5563,27.3842,19.8,3.22,104.99,0,44.05,,5.337108878
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,989.7,4.472,34.547,27.3239,12.2,3.23,98.07,0,44.1,,4.794276502
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,896,4.946,34.538,27.2686,5.6,3.25,90.12,0,43.56,,4.593389535
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,793.7,5.377,34.5326,27.1773,2.9,3.21,83.94,0,42.48,,4.869067763
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,677.5,6.102,34.5313,27.0918,0.9,3.16,75.01,0,40.19,,5.56969588
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,595.9,6.783,34.5372,26.9491,0.6,3.1,67.75,0,37.32,,6.656023121
2,P18N_31DSCG94_3,178,B,1994-04-22T09:39:00.000,,250,16,3307,495.2,7.873,34.5526,26.871,1.8,2.98,56.07,0,33.28,,8.575431042
